4,,,,,,,,,,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901.0730600460001,None,2,1.3778103230001761,901.0730600460001,None,901.0730600460001,None,902.4950965399998,None,902.4950965399998,None,902.4950965399998,None,2,1.5816127870002674,902.4950965399998,None,,,,,,,,,,,,,,,031722,2,3,0,1,0,1,2,0,62,2022_Mar_17_1320,listening_fmri,3.2.4,60.29512086036776,
4,parcelated_audio/22/22_1.ogg,,,,,,,,,0,0,0,0,0,4,4,4,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,904.0950357800002,None,2,4.0708067630002915,904.0950357800002,None,860.2973674129998,863.3091883739999,863.3150293529998,876.3767237080001,,,,,031722,2,3,0,1,0,1,2,0,62,2022_Mar_17_1320,listening_fmri,3.2.4,60.29512086036776,
4,parcelated_audio/22/22_2.ogg,,,,,,,,,0,0,0,0,0,4,4,4,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,876.3779727409997,882.771690477,,,,,031722,2,3,0,1,0,1,2,0,62,2022_Mar_17_1320,listening_fmri,3.2.4,60.29512086036776,
4,parcelated_audio/22/22_3.ogg,,,,,,,,,0,0,0,0,0,4,4,4,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,882.7720504489998,895.691661333,,,,,031722,2,3,0,1,0,1,2,0,62,2022_Mar_17_1320,listening_fmri,3.2.4,60.29512086036776,
4,parcelated_audio/22/22_4.ogg,,,,,,,,,0,0,0,0,0,4,4,4,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,895.692529897,908.1069986479997,,,,,031722,2,3,0,1,0,1,2,0,62,2022_Mar_17_1320,listening_fmri,3.2.4,60.29512086036776,
4,parcelated_audio/22/22_5.ogg,,,,,,,,,0,0,0,0,0,4,4,4,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,908.1080970749999,914.0428639729998,,,,,031722,2,3,0,1,0,1,2,0,62,2022_Mar_17_1320,listening_fmri,3.2.4,60.29512086036776,
4,parcelated_audio/22/22_6.ogg,,,,,,,,,0,0,0,0,0,4,4,4,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,914.043221895,923.253574419,,,,,031722,2,3,0,1,0,1,2,0,62,2022_Mar_17_1320,listening_fmri,3.2.4,60.29512086036776,
4,parcelated_audio/22/22_7.ogg,,,,,,,,,0,0,0,0,0,4,4,4,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,923.253934326,928.258789344,,,,,031722,2,3,0,1,0,1,2,0,62,2022_Mar_17_1320,listening_fmri,3.2.4,60.29512086036776,
4,parcelated_audio/22/22_8.ogg,,,,,,,,,0,0,0,0,0,4,4,4,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,928.259151153,931.8014023219998,,,,,031722,2,3,0,1,0,1,2,0,62,2022_Mar_17_1320,listening_fmri,3.2.4,60.29512086036776,
4,parcelated_audio/22/22_9.ogg,,,,,,,,,0,0,0,0,0,4,4,4,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,931.8017655369999,935.6976872339997,,,,,031722,2,3,0,1,0,1,2,0,62,2022_Mar_17_1320,listening_fmri,3.2.4,60.29512086036776,
4,parcelated_audio/22/22_10.ogg,,,,,,,,,0,0,0,0,0,4,4,4,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,935.6980544339999,940.4722831419999,,,,,031722,2,3,0,1,0,1,2,0,62,2022_Mar_17_1320,listening_fmri,3.2.4,60.29512086036776,
4,parcelated_audio/22/22_11.ogg,,,,,,,,,0,0,0,0,0,4,4,4,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,940.4727337909999,947.7638955990001,,,,,031722,2,3,0,1,0,1,2,0,62,2022_Mar_17_1320,listening_fmri,3.2.4,60.29512086036776,
4,parcelated_audio/22/22_12.ogg,,,,,,,,,0,0,0,0,0,4,4,4,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,947.7642551670001,955.4984721129999,,,,,031722,2,3,0,1,0,1,2,0,62,2022_Mar_17_1320,listening_fmri,3.2.4,60.29512086036776,
4,parcelated_audio/22/22_13.ogg,,,,,,,,,0,0,0,0,0,4,4,4,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,955.4990191349998,962.778409212,,,,,031722,2,3,0,1,0,1,2,0,62,2022_Mar_17_1320,listening_fmri,3.2.4,60.29512086036776,
4,parcelated_audio/22/22_14.ogg,,,,,,,,,0,0,0,0,0,4,4,4,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,962.778769303,968.4238375659997,,,,,031722,2,3,0,1,0,1,2,0,62,2022_Mar_17_1320,listening_fmri,3.2.4,60.29512086036776,
4,parcelated_audio/22/22_15.ogg,,,,,,,,,0,0,0,0,0,4,4,4,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,968.4241990649998,976.1995329649999,,,,,031722,2,3,0,1,0,1,2,0,62,2022_Mar_17_1320,listening_fmri,3.2.4,60.29512086036776,
4,parcelated_audio/22/22_16.ogg,,,,,,,,,0,0,0,0,0,4,4,4,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,976.2000655839997,984.881675396,,,,,031722,2,3,0,1,0,1,2,0,62,2022_Mar_17_1320,listening_fmri,3.2.4,60.29512086036776,
4,parcelated_audio/22/22_17.ogg,,,,,,,,,0,0,0,0,0,4,4,4,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,984.882037415,988.0595808469998,,,,,031722,2,3,0,1,0,1,2,0,62,2022_Mar_17_1320,listening_fmri,3.2.4,60.29512086036776,
4,parcelated_audio/22/22_18.ogg,,,,,,,,,0,0,0,0,0,4,4,4,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,988.0599592819999,994.800243489,,,,,031722,2,3,0,1,0,1,2,0,62,2022_Mar_17_1320,listening_fmri,3.2.4,60.29512086036776,
4,parcelated_audio/22/22_19.ogg,,,,,,,,,0,0,0,0,0,4,4,4,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,994.8005993920001,999.779707999,,,,,031722,2,3,0,1,0,1,2,0,62,2022_Mar_17_1320,listening_fmri,3.2.4,60.29512086036776,
4,parcelated_audio/22/22_20.ogg,,,,,,,,,0,0,0,0,0,4,4,4,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999.7801294399997,1013.917556294,,,,,031722,2,3,0,1,0,1,2,0,62,2022_Mar_17_1320,listening_fmri,3.2.4,60.29512086036776,
4,parcelated_audio/22/22_21.ogg,,,,,,,,,0,0,0,0,0,4,4,4,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1013.9179019759999,1015.9294888720001,,,,,031722,2,3,0,1,0,1,2,0,62,2022_Mar_17_1320,listening_fmri,3.2.4,60.29512086036776,
4,parcelated_audio/22/22_22.ogg,,,,,,,,,0,0,0,0,0,4,4,4,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1015.9298516539998,1019.0968104889998,,,,,031722,2,3,0,1,0,1,2,0,62,2022_Mar_17_1320,listening_fmri,3.2.4,60.29512086036776,
4,parcelated_audio/22/22_23.ogg,,,,,,,,,0,0,0,0,0,4,4,4,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1019.097208232,1025.647903995,,,,,031722,2,3,0,1,0,1,2,0,62,2022_Mar_17_1320,listening_fmri,3.2.4,60.29512086036776,
4,parcelated_audio/22/22_24.ogg,,,,,,,,,0,0,0,0,0,4,4,4,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025.6482623029997,1031.3864793819998,,,,,031722,2,3,0,1,0,1,2,0,62,2022_Mar_17_1320,listening_fmri,3.2.4,60.29512086036776,
4,parcelated_audio/22/22_25.ogg,,,,,,,,,0,0,0,0,0,4,4,4,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1031.3868362479998,1044.085002936,,,,,031722,2,3,0,1,0,1,2,0,62,2022_Mar_17_1320,listening_fmri,3.2.4,60.29512086036776,
4,parcelated_audio/22/22_26.ogg,,,,,,,,,0,0,0,0,0,4,4,4,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1044.085516307,1050.83475925,,,,,031722,2,3,0,1,0,1,2,0,62,2022_Mar_17_1320,listening_fmri,3.2.4,60.29512086036776,
4,parcelated_audio/22/22_27.ogg,,,,,,,,,0,0,0,0,0,4,4,4,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,26,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1050.8352221299997,1055.2388407609997,,,,,031722,2,3,0,1,0,1,2,0,62,2022_Mar_17_1320,listening_fmri,3.2.4,60.29512086036776,
4,parcelated_audio/22/22_28.ogg,,,,,,,,,0,0,0,0,0,4,4,4,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,27,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1055.2391963299997,1061.0079416909998,,,,,031722,2,3,0,1,0,1,2,0,62,2022_Mar_17_1320,listening_fmri,3.2.4,60.29512086036776,
4,parcelated_audio/22/22_29.ogg,,,,,,,,,0,0,0,0,0,4,4,4,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,28,28,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1061.0084764939998,1066.7327217749998,,,,,031722,2,3,0,1,0,1,2,0,62,2022_Mar_17_1320,listening_fmri,3.2.4,60.29512086036776,
4,parcelated_audio/22/22_30.ogg,,,,,,,,,0,0,0,0,0,4,4,4,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,29,29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1066.7331865349997,1069.46412797,,,,,031722,2,3,0,1,0,1,2,0,62,2022_Mar_17_1320,listening_fmri,3.2.4,60.29512086036776,
4,parcelated_audio/22/22_31.ogg,,,,,,,,,0,0,0,0,0,4,4,4,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1069.46460191,1074.626149658,,,,,031722,2,3,0,1,0,1,2,0,62,2022_Mar_17_1320,listening_fmri,3.2.4,60.29512086036776,
4,parcelated_audio/22/22_32.ogg,,,,,,,,,0,0,0,0,0,4,4,4,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,31,31,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1074.6265073649997,1080.95876971,,,,,031722,2,3,0,1,0,1,2,0,62,2022_Mar_17_1320,listening_fmri,3.2.4,60.29512086036776,
4,parcelated_audio/22/22_33.ogg,,,,,,,,,0,0,0,0,0,4,4,4,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,32,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1080.959141117,1085.402001127,,,,,031722,2,3,0,1,0,1,2,0,62,2022_Mar_17_1320,listening_fmri,3.2.4,60.29512086036776,
4,parcelated_audio/22/22_34.ogg,,,,,,,,,0,0,0,0,0,4,4,4,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,33,33,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1085.402548606,1093.464904248,,,,,031722,2,3,0,1,0,1,2,0,62,2022_Mar_17_1320,listening_fmri,3.2.4,60.29512086036776,
4,parcelated_audio/22/22_35.ogg,,,,,,,,,0,0,0,0,0,4,4,4,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,34,34,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1093.465265846,1100.990278871,,,,,031722,2,3,0,1,0,1,2,0,62,2022_Mar_17_1320,listening_fmri,3.2.4,60.29512086036776,
4,parcelated_audio/22/22_36.ogg,,,,,,,,,0,0,0,0,0,4,4,4,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,35,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100.9906673619998,1113.7097150159998,,,,,031722,2,3,0,1,0,1,2,0,62,2022_Mar_17_1320,listening_fmri,3.2.4,60.29512086036776,
4,parcelated_audio/22/22_37.ogg,,,,,,,,,0,0,0,0,0,4,4,4,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,36,36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1113.710098695,1120.915963991,,,,,031722,2,3,0,1,0,1,2,0,62,2022_Mar_17_1320,listening_fmri,3.2.4,60.29512086036776,
4,,,,,,,,,,0,0,0,0,0,4,4,4,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,031722,2,3,0,1,0,1,2,0,62,2022_Mar_17_1320,listening_fmri,3.2.4,60.29512086036776,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1120.916481442,1126.917874746,1168.8280223420002,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1174.8283315170002,None,1174.8283315170002,None,,,,,,,,,,,,,,,
﻿count,audio,trials_14.thisRepN,trials_14.thisTrialN,trials_14.thisN,trials_14.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials_9.thisRepN,trials_9.thisTrialN,trials_9.thisN,trials_9.thisIndex,trials_10.thisRepN,trials_10.thisTrialN,trials_10.thisN,trials_10.thisIndex,trials_11.thisRepN,trials_11.thisTrialN,trials_11.thisN,trials_11.thisIndex,trials_12.thisRepN,trials_12.thisTrialN,trials_12.thisN,trials_12.thisIndex,trials_25.thisRepN,trials_25.thisTrialN,trials_25.thisN,trials_25.thisIndex,trials_15.thisRepN,trials_15.thisTrialN,trials_15.thisN,trials_15.thisIndex,trials_26.thisRepN,trials_26.thisTrialN,trials_26.thisN,trials_26.thisIndex,story_list_block2,action_list_block2,textTrigger.started,textTrigger.stopped,getTrigger.keys,getTrigger.rt,getTrigger.started,getTrigger.stopped,triggerTime,text_76.started,text_76.stopped,text_77.started,text_77.stopped,startWait,endWait,image_23.started,image_23.stopped,text_55.started,text_55.stopped,text_56.started,text_56.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text_82.started,text_82.stopped,text_57.started,text_57.stopped,key_resp_17.keys,key_resp_17.rt,key_resp_17.started,key_resp_17.stopped,text_83.started,text_83.stopped,text_60.started,text_60.stopped,image_2.started,image_2.stopped,text_58.started,text_58.stopped,key_resp_23.keys,key_resp_23.rt,key_resp_23.started,key_resp_23.stopped,text_62.started,text_62.stopped,key_resp_18.keys,key_resp_18.rt,key_resp_18.started,key_resp_18.stopped,text_84.started,text_84.stopped,question1_2.started,question1_2.stopped,question2_2.started,question2_2.stopped,question3_2.started,question3_2.stopped,question4_2.started,question4_2.stopped,question5_2.started,question5_2.stopped,question6_2.started,question6_2.stopped,image_15.started,image_15.stopped,key_resp.keys,key_resp.started,key_resp.stopped,text_59.started,text_59.stopped,key_resp_19.keys,key_resp_19.rt,key_resp_19.started,key_resp_19.stopped,text_85.started,text_85.stopped,text_61.started,text_61.stopped,image_17.started,image_17.stopped,text_63.started,text_63.stopped,key_resp_24.keys,key_resp_24.rt,key_resp_24.started,key_resp_24.stopped,text_64.started,text_64.stopped,key_resp_20.keys,key_resp_20.rt,key_resp_20.started,key_resp_20.stopped,storyImage_StartTime,storyImage_EndTime,clip_StartTime,clip_EndTime,text_67.started,text_67.stopped,text_68.started,text_68.stopped,participant,sA,sB,lA,lB,block_struct,play_stories,block,behavioral,random_seed,date,expName,psychopyVersion,frameRate,
0,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[42 33 13 11 22 24 44 31],[3 1 4 2 2 4 1 3],15.859340700000303,None,equal,32.03437529199982,15.859340700000303,None,32.05979642500006,15.859340700000303,None,15.859340700000303,None,0.00038347300005625584,5.998746427999777,47.91757142100005,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,031722,2,3,0,1,0,1,2,0,62,2022_Mar_17_1320,listening_fmri,3.2.4,60.29512086036776,
1,,,,,,,,,,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.925880229000086,None,53.925880229000086,None,8,1.7199046830000952,53.925880229000086,None,53.925880229000086,None,55.675945613000295,None,2,1.2299167999999554,55.675945613000295,None,55.675945613000295,None,56.94276481199995,None,56.94276481199995,None,56.94276481199995,None,7,1.010090886999933,56.94276481199995,None,57.976367006000146,None,7,7.31545650399994,57.976367006000146,None,57.976367006000146,None,65.3840010050003,None,65.3840010050003,None,65.3840010050003,None,65.3840010050003,None,65.3840010050003,None,65.3840010050003,None,65.3840010050003,None,None,65.3840010050003,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,031722,2,3,0,1,0,1,2,0,62,2022_Mar_17_1320,listening_fmri,3.2.4,60.29512086036776,
1,,,,,,,,,,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.69256671799985,None,2,2.117246054000134,90.69256671799985,None,90.69256671799985,None,92.8428654270001,None,92.8428654270001,None,92.8428654270001,None,2,2.171911178999835,92.8428654270001,None,,,,,,,,,,,,,,,031722,2,3,0,1,0,1,2,0,62,2022_Mar_17_1320,listening_fmri,3.2.4,60.29512086036776,
1,parcelated_audio/33/33_1.ogg,,,,,,,,,0,0,0,0,0,1,1,1,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.04288281500021,None,2,2.3248619340001824,95.04288281500021,None,49.48217959299973,52.49112563599965,52.49784213599969,62.47881103899999,,,,,031722,2,3,0,1,0,1,2,0,62,2022_Mar_17_1320,listening_fmri,3.2.4,60.29512086036776,
1,parcelated_audio/33/33_2.ogg,,,,,,,,,0,0,0,0,0,1,1,1,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.480003934999786,72.93624533599996,,,,,031722,2,3,0,1,0,1,2,0,62,2022_Mar_17_1320,listening_fmri,3.2.4,60.29512086036776,
1,parcelated_audio/33/33_3.ogg,,,,,,,,,0,0,0,0,0,1,1,1,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.9368129659997,79.49397489099965,,,,,031722,2,3,0,1,0,1,2,0,62,2022_Mar_17_1320,listening_fmri,3.2.4,60.29512086036776,
1,parcelated_audio/33/33_4.ogg,,,,,,,,,0,0,0,0,0,1,1,1,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.4943199129998,83.08785479700009,,,,,031722,2,3,0,1,0,1,2,0,62,2022_Mar_17_1320,listening_fmri,3.2.4,60.29512086036776,
1,parcelated_audio/33/33_5.ogg,,,,,,,,,0,0,0,0,0,1,1,1,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.08843333599998,94.3495051609998,,,,,031722,2,3,0,1,0,1,2,0,62,2022_Mar_17_1320,listening_fmri,3.2.4,60.29512086036776,
